id,title,kind,category,platform,sourceUrl,sourceFile,author,tags,summary,materialUrls,searchQueries,applicableScene,applicableSubject,replicability,shootingRisk,coreFocus,priceTier,worth,whyWorth,licenseClass,shotSizeNormalized,cameraMovement,compositionNormalized,workflowStage,seoTitle,seoKeywords,usageNote,status,priority
"00-小红书收藏-拍摄专辑-蔷薇花墙拍照太绝了-电影感写真这样拍-14","📸蔷薇花墙拍照太绝了！电影感写真这样拍🎞️","obsidian_table_row","视频拍摄","小红书/Obsidian","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","摄影姿势库/00_小红书收藏_拍摄专辑.md","","收藏；拍摄；小红书；摄影参考；电影感","花墙","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","📸蔷薇花墙拍照太绝了！电影感写真这样拍🎞️ 视频拍摄 收藏 拍摄 小红书 摄影参考 电影感；📸蔷薇花墙拍照太绝了！电影感写真这样拍🎞️ 摄影参考；视频拍摄 人像拍摄；收藏 拍摄 小红书 pose reference","通用人像场景","视频创作者","中等","需要控光或合适时段；需要运动镜头和剪辑配合","发布表达","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","platform-link-only","medium-shot","static","saliency-focus","inspiration","📸蔷薇花墙拍照太绝了！电影感写真这样拍🎞️ - 视频拍摄摄影参考","📸蔷薇花墙拍照太绝了！电影感写真这样拍🎞️；视频拍摄；收藏；拍摄；小红书；摄影参考；电影感；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","高"
"00-小红书收藏-拍摄专辑-来学-存6-个i人生命力拍照姿势-15","来学！存6️⃣个i人生命力拍照姿势","obsidian_table_row","姿势/引导","小红书/Obsidian","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","摄影姿势库/00_小红书收藏_拍摄专辑.md","","收藏；拍摄；小红书；摄影参考；生命力","生命力/i人","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","来学！存6️⃣个i人生命力拍照姿势 姿势/引导 收藏 拍摄 小红书 摄影参考 生命力；来学！存6️⃣个i人生命力拍照姿势 摄影参考；姿势/引导 人像拍摄；收藏 拍摄 小红书 pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；发布表达","199-399","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","platform-link-only","medium-shot","static","saliency-focus","shot-planning","来学！存6️⃣个i人生命力拍照姿势 - 姿势/引导摄影参考","来学！存6️⃣个i人生命力拍照姿势；姿势/引导；收藏；拍摄；小红书；摄影参考；生命力；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","高"
"00-小红书收藏-拍摄专辑-存一些青苹果拍照姿势-引导过程记录-16","🍏存一些青苹果拍照姿势👒引导过程记录","obsidian_table_row","姿势/引导","小红书/Obsidian","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","摄影姿势库/00_小红书收藏_拍摄专辑.md","","收藏；拍摄；小红书；摄影参考","引导","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","🍏存一些青苹果拍照姿势👒引导过程记录 姿势/引导 收藏 拍摄 小红书 摄影参考；🍏存一些青苹果拍照姿势👒引导过程记录 摄影参考；姿势/引导 人像拍摄；收藏 拍摄 小红书 pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；发布表达","199-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","shot-planning","🍏存一些青苹果拍照姿势👒引导过程记录 - 姿势/引导摄影参考","🍏存一些青苹果拍照姿势👒引导过程记录；姿势/引导；收藏；拍摄；小红书；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-小红书收藏-拍摄专辑-8个咖啡店-下午茶拍照姿势-氛围感拉满-17","8个咖啡店☕下午茶拍照姿势，氛围感拉满！","obsidian_table_row","姿势/引导","小红书/Obsidian","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","摄影姿势库/00_小红书收藏_拍摄专辑.md","","收藏；拍摄；小红书；摄影参考","室内/氛围","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","8个咖啡店☕下午茶拍照姿势，氛围感拉满！ 姿势/引导 收藏 拍摄 小红书 摄影参考；8个咖啡店☕下午茶拍照姿势，氛围感拉满！ 摄影参考；姿势/引导 人像拍摄；收藏 拍摄 小红书 pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；发布表达","199-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","shot-planning","8个咖啡店☕下午茶拍照姿势，氛围感拉满！ - 姿势/引导摄影参考","8个咖啡店☕下午茶拍照姿势，氛围感拉满！；姿势/引导；收藏；拍摄；小红书；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-小红书收藏-拍摄专辑-i人也能拍出生命力-5个氧气感汉服拍照动作-18","i人也能拍出生命力！5个氧气感汉服拍照动作","obsidian_table_row","国风/汉服","小红书/Obsidian","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","摄影姿势库/00_小红书收藏_拍摄专辑.md","","收藏；拍摄；小红书；摄影参考；生命力；汉服","汉服/i人","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","i人也能拍出生命力！5个氧气感汉服拍照动作 国风/汉服 收藏 拍摄 小红书 摄影参考 生命力 汉服；i人也能拍出生命力！5个氧气感汉服拍照动作 摄影参考；国风/汉服 人像拍摄；收藏 拍摄 小红书 pose reference","园林/古风室内","汉服模特","中等","妆造/服装/道具影响很大","姿势引导；发布表达","399-699","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","platform-link-only","medium-shot","static","saliency-focus","inspiration","i人也能拍出生命力！5个氧气感汉服拍照动作 - 国风/汉服摄影参考","i人也能拍出生命力！5个氧气感汉服拍照动作；国风/汉服；收藏；拍摄；小红书；摄影参考；生命力；汉服；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","高"
"00-小红书收藏-拍摄专辑-第一个姿势学会-谁都能拍照显瘦个20斤-19","第一个姿势学会 谁都能拍照显瘦个20斤","obsidian_table_row","姿势/引导","小红书/Obsidian","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","摄影姿势库/00_小红书收藏_拍摄专辑.md","","收藏；拍摄；小红书；摄影参考","显瘦","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","第一个姿势学会 谁都能拍照显瘦个20斤 姿势/引导 收藏 拍摄 小红书 摄影参考；第一个姿势学会 谁都能拍照显瘦个20斤 摄影参考；姿势/引导 人像拍摄；收藏 拍摄 小红书 pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；发布表达","199-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","shot-planning","第一个姿势学会 谁都能拍照显瘦个20斤 - 姿势/引导摄影参考","第一个姿势学会 谁都能拍照显瘦个20斤；姿势/引导；收藏；拍摄；小红书；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-小红书收藏-拍摄专辑-人像摄影16种构图及拍摄思路-20","📸人像摄影16种构图及拍摄思路","obsidian_table_row","构图/技巧","小红书/Obsidian","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","摄影姿势库/00_小红书收藏_拍摄专辑.md","","收藏；拍摄；小红书；摄影参考；构图","构图/思路","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","📸人像摄影16种构图及拍摄思路 构图/技巧 收藏 拍摄 小红书 摄影参考 构图；📸人像摄影16种构图及拍摄思路 摄影参考；构图/技巧 人像拍摄；收藏 拍摄 小红书 pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","构图镜头；发布表达","99-399","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","platform-link-only","medium-shot","static","saliency-focus","shot-planning","📸人像摄影16种构图及拍摄思路 - 构图/技巧摄影参考","📸人像摄影16种构图及拍摄思路；构图/技巧；收藏；拍摄；小红书；摄影参考；构图；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","高"
"00-小红书收藏-拍摄专辑-如何在光影下拍出动感大片-21","如何在光影下拍出动感大片？","obsidian_table_row","构图/技巧","小红书/Obsidian","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","摄影姿势库/00_小红书收藏_拍摄专辑.md","","收藏；拍摄；小红书；摄影参考；光影","光影","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","如何在光影下拍出动感大片？ 构图/技巧 收藏 拍摄 小红书 摄影参考 光影；如何在光影下拍出动感大片？ 摄影参考；构图/技巧 人像拍摄；收藏 拍摄 小红书 pose reference","通用人像场景","单人女生/普通客片","中等","需要控光或合适时段","构图镜头；光线氛围；发布表达","99-399","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","platform-link-only","medium-shot","static","saliency-focus","shot-planning","如何在光影下拍出动感大片？ - 构图/技巧摄影参考","如何在光影下拍出动感大片？；构图/技巧；收藏；拍摄；小红书；摄影参考；光影；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-小红书收藏-拍摄专辑-阳光下的活人感大片-22","阳光下的活人感大片！","obsidian_table_row","综合参考","小红书/Obsidian","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","摄影姿势库/00_小红书收藏_拍摄专辑.md","","收藏；拍摄；小红书；摄影参考","氛围感","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","阳光下的活人感大片！ 综合参考 收藏 拍摄 小红书 摄影参考；阳光下的活人感大片！ 摄影参考；综合参考 人像拍摄；收藏 拍摄 小红书 pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","光线氛围；发布表达","99-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","inspiration","阳光下的活人感大片！ - 综合参考摄影参考","阳光下的活人感大片！；综合参考；收藏；拍摄；小红书；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-小红书收藏-拍摄专辑-别再只会晒太阳了-23","别再只会晒太阳了","obsidian_table_row","构图/技巧","小红书/Obsidian","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","摄影姿势库/00_小红书收藏_拍摄专辑.md","","收藏；拍摄；小红书；摄影参考；构图","构图","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","别再只会晒太阳了 构图/技巧 收藏 拍摄 小红书 摄影参考 构图；别再只会晒太阳了 摄影参考；构图/技巧 人像拍摄；收藏 拍摄 小红书 pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","构图镜头；发布表达","99-399","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","platform-link-only","medium-shot","static","saliency-focus","shot-planning","别再只会晒太阳了 - 构图/技巧摄影参考","别再只会晒太阳了；构图/技巧；收藏；拍摄；小红书；摄影参考；构图；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-小红书收藏-拍摄专辑-存一些拍蓝花楹技巧-9个万能构图-姿势-24","存一些拍蓝花楹技巧📷 9个万能构图➕姿势","obsidian_table_row","姿势/引导","小红书/Obsidian","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","摄影姿势库/00_小红书收藏_拍摄专辑.md","","收藏；拍摄；小红书；摄影参考；构图","构图/花","https://www.xiaohongshu.com/board/69f468d9000000003302dc4c","存一些拍蓝花楹技巧📷 9个万能构图➕姿势 姿势/引导 收藏 拍摄 小红书 摄影参考 构图；存一些拍蓝花楹技巧📷 9个万能构图➕姿势 摄影参考；姿势/引导 人像拍摄；收藏 拍摄 小红书 pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；构图镜头；发布表达","199-399","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","platform-link-only","medium-shot","static","saliency-focus","shot-planning","存一些拍蓝花楹技巧📷 9个万能构图➕姿势 - 姿势/引导摄影参考","存一些拍蓝花楹技巧📷 9个万能构图➕姿势；姿势/引导；收藏；拍摄；小红书；摄影参考；构图；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","高"
